id,datetime,family,name,latitude,longitude,city,country
227,8/30/2021,Poaceae,Bothriochloa longipaniculata (Gould) Allred & Gould,49.01671,-57.59837,Pasadena,Canada
228,9/27/2020,Cucurbitaceae,Ibervillea tenuisecta (A. Gray) Small,36.1180248,137.9533657,Shiojiri,Japan
229,11/15/2020,Boraginaceae,Cryptantha crassisepala (Torr. & A. Gray) Greene var. crassisepala,7.65611,123.39139,Guiniculalay,Philippines
230,7/7/2021,Umbilicariaceae,Umbilicaria crustulosa (Ach.) Frey,18.5422768,99.0571089,Lamphun,Thailand
231,10/15/2020,Scrophulariaceae,Agalinis auriculata (Michx.) S.F. Blake,57.1714821,26.7522536,Gulbene,Latvia
232,1/16/2021,Combretaceae,Laguncularia racemosa (L.) C.F. Gaertn.,-7.1824754,108.0272646,Pangatikan,Indonesia
233,11/5/2020,Apiaceae,Perideridia pringlei (J.M. Coult. & Rose) A. Nelson & J.F. Macbr.,41.3836182,-8.4170742,Delães,Portugal
234,6/24/2021,Ulmaceae,Ulmus crassifolia Nutt.,-6.3323202,106.0316898,Kupahandap,Indonesia
235,5/12/2021,Myrsinaceae,Embelia Burm. f.,9.2185369,41.1023814,Hīrna,Ethiopia
236,7/24/2021,Poaceae,Brachypodium P. Beauv.,44.0264621,5.0852479,Carpentras,France
237,5/5/2021,Lentibulariaceae,Utricularia simulans Pilg.,14.3213796,121.0737995,Butuan,Philippines
238,10/25/2020,Brassicaceae,Lesquerella carinata Rollins var. carinata,43.6296613,39.705727,Vysokogornyy,Russia
239,2/21/2021,Poaceae,Achnatherum brachychaetum (Godr.) Barkworth,13.3475852,121.8847222,Tiguion,Philippines
240,4/21/2021,Catoscopiaceae,Catoscopium Brid.,40.7485192,-7.8032048,Cepões,Portugal
241,9/23/2020,Brassicaceae,Braya thorild-wulffii Ostenf. ssp. glabrata J.G. Harris,57.6540663,59.5033087,Visim,Russia
242,10/16/2020,Ericaceae,Vaccinium bracteatum Thunb.,38.8993417,-77.0091334,Washington,United States
243,4/13/2021,Apiaceae,Cymopterus longipes S. Watson,-16.1328104,33.6063855,Tete,Mozambique
244,9/27/2020,Poaceae,Puccinellia agrostidea T.J. Sørensen,48.103358,135.672144,Mukhen,Russia
245,2/8/2021,Poaceae,Rostraria cristata (L.) Tzvelev,46.7251598,4.936847,Chalon-sur-Saône,France
246,3/3/2021,Menispermaceae,Chondrodendron tomentosum Ruiz & Pav.,43.8507498,131.8648449,Novonikol’sk,Russia
247,11/10/2020,Asteraceae,Onopordum L.,-17.1113356,-43.8203315,Bocaiúva,Brazil
248,4/22/2021,Poaceae,Elymus scribneri (Vasey) M.E. Jones,8.0740824,-69.3041431,Puerto de Nutrias,Venezuela
249,9/30/2020,Juncaceae,Juncus brevicaudatus (Engelm.) Fernald,19.7391764,-71.4447337,Villa Altagracia,Dominican Republic
250,8/7/2021,Brassicaceae,Lepidium montanum Nutt. var. jonesii (Rydb.) C.L. Hitchc.,45.4693392,-73.4848038,Longueuil,Canada
251,10/19/2020,Fabaceae,Lathyrus lanszwertii Kellogg var. brownii (Eastw.) Jeps.,24.660261,112.297428,Sanpai,China
252,1/10/2021,Rosaceae,Prunus hortulana L.H. Bailey,50.2477455,-99.8375158,Minnedosa,Canada
253,6/15/2021,Crassulaceae,Dudleya cymosa (Lem.) Britton & Rose ssp. pumila K.M. Nakai,29.866911,115.61166,Chengui,China
254,7/18/2021,Fabaceae,Lupinus versicolor Lindl.,59.3138173,14.4937714,Karlskoga,Sweden
255,11/13/2020,Mniaceae,Plagiomnium T. Kop.,43.7441795,2.511999,Marseille,France
256,12/17/2020,Lichinaceae,Euopsis Nyl.,23.021478,113.121435,Fushan,China
257,11/8/2020,Fontinalaceae,Fontinalis hypnoides Hartm. var. duriaei (Schimp.) Husn.,27.2578957,33.8116067,Hurghada,Egypt
258,7/26/2021,Oleaceae,Forestiera segregata (Jacq.) Krug & Urb.,19.482042,-99.1985584,San Isidro,Mexico
259,2/3/2021,Cyperaceae,Cyperus granitophilus McVaugh,6.313861,-76.13181,Urrao,Colombia
260,9/29/2020,Rutaceae,Melicope macropus (Hillebr.) T.G. Hartley & B.C. Stone,51.386359,21.897405,Tomaszów Lubelski,Poland
261,7/12/2021,Cyperaceae,Rhynchospora odorata C. Wright ex Griseb.,10.444021,-75.275171,Villanueva,Colombia
262,4/4/2021,Lythraceae,Cuphea strigulosa Kunth,8.797145,-75.698571,San Carlos,Colombia
263,6/12/2021,Fabaceae,Astragalus crassicarpus Nutt. var. cavus Barneby,26.053583,117.870803,Qitao,China
264,4/7/2021,Vitaceae,Vitis monticola Buckley,11.5478704,-1.768487,Sapouy,Burkina Faso
265,12/24/2020,Poaceae,Bromus hordeaceus L.,36.284107,100.620031,Gonghe,China
266,7/8/2021,Brassicaceae,Smelowskia borealis (Greene) Drury & Rollins var. villosa Drury & Rollins,59.538889,29.9194439,Voyskovitsy,Russia
267,1/28/2021,Malvaceae,Sphaeralcea incana Torr. ex A. Gray,-18.7602306,47.5620739,Ambohitseheno,Madagascar
268,9/25/2020,Rubiaceae,Antirhea coriacea (Vahl) Urb.,57.3190981,14.5999796,Sävsjö,Sweden
269,6/29/2021,Asteraceae,Helianthus anomalus S.F. Blake,30.334768,106.93038,Linshui,China
270,4/8/2021,Myrtaceae,Melaleuca cajuputi Powell,41.88,-87.62,Chicago,United States
271,9/28/2020,Solanaceae,Physalis mollis Nutt. var. variovestita (Waterf.) J.R. Sullivan,-32.9413658,-60.652833,San Lorenzo,Argentina
272,9/10/2021,Cuscutaceae,Cuscuta compacta Juss. ex Choisy,14.4833291,-89.0023961,La Labor,Honduras
273,3/12/2021,Lamiaceae,Salvia officinalis L.,-7.2526036,108.4543113,Margaharja,Indonesia
274,1/22/2021,Fabaceae,Gliricidia sepium (Jacq.) Kunth ex Walp.,8.9779832,1.1448981,Sokodé,Togo
275,7/3/2021,Portulacaceae,Montia parvifolia (Moc. ex DC.) Greene ssp. parvifolia,49.4875115,16.6599761,Boskovice,Czech Republic
276,10/16/2020,Cactaceae,Cylindropuntia imbricata (Haw.) F.M. Knuth,44.4528239,19.0902035,Petkovci,Bosnia and Herzegovina
277,2/23/2021,Asteraceae,Hartwrightia A. Gray ex S. Watson,-8.1545561,113.1981987,Kebonsari Kidul,Indonesia
278,8/11/2021,Poaceae,Echinochloa pyramidalis (Lam.) Hitchc. & Chase,4.5943745,-74.0740729,Candelaria,Colombia
279,9/11/2021,Asteraceae,Tridax procumbens L.,40.4583824,-8.8018715,Praia de Mira,Portugal
280,7/6/2021,Krameriaceae,Krameria erecta Willd. ex Schult.,52.7634482,26.4275001,Hantsavichy,Belarus
281,5/27/2021,Aquifoliaceae,Ilex L.,43.7441795,2.511999,Marseille,France
282,8/22/2021,Poaceae,Brachypodium sylvaticum (Huds.) P. Beauv.,21.2045417,72.839054,R S,India
283,5/12/2021,Scrophulariaceae,Odontites Ludwig,41.714914,123.449714,Dongling,China
284,6/13/2021,Asteraceae,Eriophyllum multicaule (DC.) A. Gray,40.2023282,116.2398367,Dinghuo,China
285,8/10/2021,Pyrolaceae,Chimaphila menziesii (R. Br. ex D. Don) Spreng.,38.683925,-27.27226,Terra Chã,Portugal
286,12/11/2020,Solanaceae,Solanum rostratum Dunal,34.8383901,137.0770574,Ōnojō,Japan
287,3/16/2021,Onagraceae,Gayophytum racemosum Torr. & A. Gray,56.3690033,38.5829669,Strunino,Russia
288,12/23/2020,Scrophulariaceae,Penstemon tubaeflorus Nutt. var. achoreus Fernald,31.199997,121.461114,Hehu,China
289,6/5/2021,Asteraceae,Dubautia ×montana (H. Mann) D.D. Keck (pro sp.),36.400577,106.744204,Chedao,China
290,4/9/2021,Brassicaceae,Lunaria rediviva L.,27.358123,110.514837,Tangchijie,China
291,10/1/2020,Aspleniaceae,Asplenium ×boydstoniae (Walter) Short,-0.572629,30.41563,Kibingo,Uganda
292,8/9/2021,Primulaceae,Dodecatheon alpinum (A. Gray) Greene ssp. majus H.J. Thomp.,25.9813294,-100.4490239,Los Angeles,Mexico
293,1/8/2021,Fabaceae,Astragalus mohavensis S. Watson,49.9164727,18.1627822,Kozmice,Czech Republic
294,11/19/2020,Pyrenulaceae,Pyrenula rubrostoma R.C. Harris,-3.5451284,36.1029284,Makuyuni,Tanzania
295,1/25/2021,Asteraceae,Acourtia runcinata (Lag. ex D. Don) B.L. Turner,24.64995,116.156645,Changtan,China
296,8/12/2021,Brassicaceae,Cakile edentula (Bigelow) Hook. ssp. edentula var. lacustris Fernald,45.477613,124.47553,Damiao,China
297,9/14/2020,Lycopodiaceae,Lycopodium lagopus (Laest. ex Hartm.) Zinserl. ex Kuzen,41.6865621,-8.7534535,Vila Franca,Portugal
298,12/18/2020,Uncertain Ascomycota Family,Thamnolia vermicularis (Sw.) Ach. ex Schaerer,7.0727574,100.4059456,Bang Klam,Thailand
299,5/25/2021,Physciaceae,Phaeophyscia kairamoi (Vain.) Moberg,-7.2841,108.2148,Rajapeni,Indonesia
300,11/11/2020,Cactaceae,Sclerocactus parviflorus Clover & Jotter ssp. havasupaiensis (Clover) F. Hochstätter,30.572815,104.066801,Chenhu,China
301,4/18/2021,Alectoriaceae,Alectoria vancouverensis (Gyel.) Gyel. ex Brodo & D. Hawksw.,31.2660017,70.8743691,Wārāh,Pakistan
302,9/22/2020,Cyperaceae,Schoenus tendo Banks & Sol. ex Hook. f.,2.481207,-76.6990172,Popayán,Colombia
303,12/23/2020,Caryophyllaceae,Minuartia pusilla (S. Watson) Mattf.,16.7726174,-93.1905192,Plan de Ayala,Mexico
304,5/13/2021,Brassicaceae,Rorippa amphibia (L.) Besser,53.3687505,36.6234912,Spasskoye-Lutovinovo,Russia
305,9/13/2021,Ranunculaceae,Delphinium sutherlandii Warnock,35.20105,-91.8318333,Hernando,Argentina
306,1/21/2021,Fabaceae,Trifolium oliganthum Steud.,-8.0806,111.7084,Sokobanteng,Indonesia
307,3/27/2021,Poaceae,Triticum aestivum L.,-31.7387876,-65.004236,Villa de Soto,Argentina
308,6/3/2021,Brassicaceae,Thelypodium wrightii A. Gray ssp. oklahomense Al-Shehbaz,-8.727652,122.2483726,Hokor,Indonesia
309,11/14/2020,Fabaceae,Oxytropis arctica R. Br. var. koyukukensis (A.E. Porsild) S.L. Welsh,14.9614897,120.8355408,Balucuc,Philippines
310,10/1/2020,Hydrophyllaceae,Nemophila parviflora Douglas ex Benth.,29.29389,90.98708,Konggar,China
311,6/21/2021,Ranunculaceae,Anemone berlandieri Pritz.,38.0491517,24.3217397,Marmárion,Greece
312,4/13/2021,Moraceae,Ficus trigonata L.,64.2617939,16.4152338,Dorotea,Sweden
313,7/24/2021,Asteraceae,Eriophyllum mohavense (I.M. Johnst.) Jeps.,53.2622714,17.2557665,Łobżenica,Poland
314,2/2/2021,Aloaceae,Aloe ×schoenlandi Baker,57.3937216,21.5647066,Ventspils,Latvia
315,2/16/2021,Cuscutaceae,Cuscuta mitriformis Engelm.,38.579965,-28.618829,Pedro Miguel,Portugal
316,12/20/2020,Viscaceae,Arceuthobium tsugense (Rosend.) G.N. Jones ssp. mertensianae Hawksw. & Nickrent,-18.7,47.683333,Ambohitrolomahitsy,Madagascar
317,3/8/2021,Cucurbitaceae,Marah Kellogg,15.6576354,-85.9968479,Tocoa,Honduras
318,5/4/2021,Asteraceae,Balsamorhiza hookeri (Hook.) Nutt. var. hirsuta (Nutt.) A. Nelson,18.5591814,-99.5982999,Vicente Guerrero,Mexico
319,8/12/2021,Lamiaceae,Monarda fruticulosa Epling,49.0998215,17.757483,Luhačovice,Czech Republic
320,3/30/2021,Apiaceae,Zizia trifoliata (Michx.) Fernald,29.461194,110.152436,Zhujiatai,China
321,11/24/2020,Malvaceae,Sidalcea diploscypha (Torr. & A. Gray) A. Gray,60.6755434,17.14035,Gävle,Sweden
322,5/13/2021,Cactaceae,Opuntia turbinata Small,41.9986907,21.4874715,Čair,Macedonia
323,8/31/2021,Crassulaceae,Sedum radiatum S. Watson ssp. ciliosum (Howell) R.T. Clausen,36.650038,101.766228,Chengbei,China
324,2/18/2021,Boraginaceae,Tiquilia canescens (DC.) A.T. Richardson,-8.4879,115.1696,Kuwumkumambal,Indonesia
325,2/5/2021,Caryophyllaceae,Minuartia yukonensis Hultén,52.2871973,21.2810466,Zielonka,Poland
326,11/9/2020,Asteraceae,Packera cana (Hook.) W.A. Weber & Á. Löve,43.247343,0.06251,Tarbes,France
327,6/9/2021,Parmeliaceae,Parmelinopsis minarum (Vain.) Elix & Hale,-8.498277,115.0550008,Megati Kelod,Indonesia
328,1/4/2021,Moraceae,Artocarpus tamaran Becc.,-23.749953,-46.39769,Rio Grande da Serra,Brazil
329,9/16/2020,Olacaceae,Schoepfia arenaria Britton,10.5353285,107.4055814,Thị Trấn Phước Bửu,Vietnam
330,10/21/2020,Euphorbiaceae,Euphorbia epithymoides L.,47.2952721,39.8734276,Pavlovskaya,Russia
331,8/9/2021,Poaceae,Puccinellia kamtschatica Holmb.,50.3411289,16.0079822,Šestajovice,Czech Republic
332,9/10/2021,Cyatheaceae,Cnemidaria C. Presl,49.373136,16.2794136,Ostrov,Czech Republic
333,1/4/2021,Poaceae,Danthonia sericea Nutt.,1.8372299,73.5049293,Fonadhoo,Maldives
334,9/3/2021,Anacardiaceae,Mangifera odorata Griffith,8.6450352,10.7718025,Mutum Biyu,Nigeria
335,7/5/2021,Cyperaceae,Cyperus fuscus L.,-2.2661571,138.0109374,Kasonawejo,Indonesia
336,2/9/2021,Asteraceae,Taraxacum F.H. Wigg.,44.4466286,18.6510559,Živinice,Bosnia and Herzegovina
337,1/9/2021,Cyperaceae,Rhynchospora leptocarpa (Chapm. ex Britton) Small,52.5187305,15.2372386,Lubniewice,Poland
338,10/21/2020,Lecythidaceae,Barringtonia J.R. Forst. & G. Forst.,23.385158,113.404729,Zhongluotan,China
339,1/28/2021,Iridaceae,Sisyrinchium campestre E.P. Bicknell,6.68444,125.3525,Guihing Proper,Philippines
340,10/24/2020,Brassicaceae,Streptanthus hyacinthoides Hook.,6.1071457,-3.8553507,Adzopé,Ivory Coast
341,4/16/2021,Polemoniaceae,Gilia ophthalmoides Brand,-6.8364154,111.1980575,Mencon,Indonesia
342,8/22/2021,Rosaceae,Potentilla diversifolia Lehm. var. perdissecta (Rydb.) C.L. Hitchc.,41.28932,111.206475,Bulianhe,China
343,6/30/2021,Asteraceae,Bidens lemmonii A. Gray,29.859178,106.410852,Beiwenquan,China
344,4/14/2021,Araceae,Caladium bicolor (Aiton) Vent.,45.457057,28.2888529,Reni,Ukraine
345,10/11/2020,Asteraceae,Hazardia cana (A. Gray) Greene,-2.4655425,140.4101474,Depapre,Indonesia
346,4/27/2021,Lamiaceae,Ocimum L.,24.7204697,118.6154322,Wanjia,China
347,8/1/2021,Asteraceae,Madia citrigracilis D.D. Keck,-33.0482707,-71.4408752,Quilpué,Chile
348,10/28/2020,Mniaceae,Rhizomnium (Broth.) T. Kop.,37.0364358,45.0971372,Oshnavīyeh,Iran
349,10/3/2020,Hypnaceae,Hypnum pallescens (Hedw.) P. Beauv.,32.993106,97.008784,Yushu,China
350,6/23/2021,Lecanoraceae,Lecidella effugiens (Nilson) Knoph & Hertel,-6.9757055,111.8270486,Nguluhan,Indonesia
351,2/18/2021,Collemataceae,Leptogium hypotrachynum Müll. Arg.,2.9182648,101.6982899,Putrajaya,Malaysia
352,5/16/2021,Poaceae,Pennisetum macrourum Trin.,50.8866749,21.2296066,Waśniów,Poland
353,1/11/2021,Physciaceae,Rinodina cinereovirens (Vain.) Vain.,27.915008,112.52667,Haoraoshan,China
354,6/18/2021,Ericaceae,Vaccinium ovalifolium Sm.,48.9194633,2.2987001,Gennevilliers,France
355,2/10/2021,Rubiaceae,Galium hypotrichium A. Gray ssp. inyoense Dempster & Ehrend.,33.47,-111.92,Scottsdale,United States
356,4/22/2021,Cactaceae,Echinocereus ×roetteri (Engelm.) Rümpler,34.488516,108.423318,Liquan Chengguanzhen,China
357,12/14/2020,Fabaceae,Desmodium procumbens (Mill.) Hitchc. var. exiguum (A. Gray) B.G. Schub.,30.335237,112.239631,Jingzhou,China
358,7/3/2021,Asclepiadaceae,Asclepias erosa Torr.,28.425613,109.56834,Dongmaku,China
359,12/24/2020,Poaceae,Paspalum dissectum (L.) L.,-19.1097385,-51.736543,Cassilândia,Brazil
360,9/3/2021,Poaceae,Hierochloe occidentalis Buckley,39.0407357,117.6398107,Yujin,China
361,4/9/2021,Polemoniaceae,Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson ssp. decorus (A. Gray) J.M. Porter & L.A. Johnson,59.7388394,10.1603397,Drammen,Norway
362,9/19/2020,Chenopodiaceae,Suckleya suckleyana (Torr.) Rydb.,39.8286146,69.5320824,Isfana,Kyrgyzstan
363,1/10/2021,Gentianaceae,Gentiana saponaria L. var. latidens House,50.2804989,127.5159741,Blagoveshchensk,Russia
364,9/10/2021,Betulaceae,Alnus incana (L.) Moench ssp. rugosa (Du Roi) R.T. Clausen,28.753497,105.888827,Hutou,China
365,10/4/2020,Verrucariaceae,Dermatocarpon arnoldianum Degel.,49.2630058,5.9291577,Briey,France
366,8/11/2021,Peltigeraceae,Peltigera kristinssonii Vitik.,-8.3635208,123.0085415,Wailebe,Indonesia
367,10/25/2020,Hydrophyllaceae,Phacelia integrifolia Torr.,6.9280156,79.8908308,Battaramulla South,Sri Lanka
368,12/12/2020,Rhamnaceae,Rhamnus japonica Maxim.,-8.113,113.8437,Krajan Sumberanget,Indonesia
369,9/17/2020,Acarosporaceae,Strangospora ochrophora (Nyl.) R. Anderson,30.641073,118.315476,Dingjiaqiao,China
370,12/12/2020,Fabaceae,Pterocarpus soyauxii Taubert,30.554299,114.316513,Wukang,China
371,5/25/2021,Liliaceae,Allium schoenoprasum L. var. schoenoprasum,-11.3442564,-75.5655147,Palca,Peru
372,5/1/2021,Asteraceae,Kyhosia bolanderi (A. Gray) B.G. Baldw.,-26.4820262,31.3484448,Kwaluseni,Swaziland
373,11/5/2020,Asteraceae,Tragopogon L.,40.6563419,70.3658273,Shaydon,Tajikistan
374,7/28/2021,Cuscutaceae,Cuscuta gronovii Willd. ex Schult. var. gronovii,35.0523717,35.9914384,Al Qamşīyah,Syria
375,2/13/2021,Teloschistaceae,Xanthoria (Fr.) Th. Fr.,45.79817,109.31826,Tsagaandörvölj,Mongolia
376,5/14/2021,Capparaceae,Polanisia Raf.,54.5728766,20.1764433,Ladushkin,Russia
377,5/8/2021,Poaceae,Phyllostachys vivax McClure,30.134451,114.829374,Jinshandian,China
378,5/21/2021,Fabaceae,Astragalus cobrensis A. Gray,8.4430125,-82.3777335,Las Lomas,Panama
379,2/23/2021,Dryopteridaceae,Dryopteris carthusiana (Vill.) H.P. Fuchs,41.2899133,-96.0996978,Omaha,United States
380,5/9/2021,Hydrophyllaceae,Phacelia barnebyana J.T. Howell,17.3026058,-62.7176924,Basseterre,Saint Kitts and Nevis
381,7/18/2021,Asteraceae,Senecio integerrimus Nutt. var. exaltatus (Nutt.) Cronquist,56.4797638,57.7301714,Sarana,Russia
382,2/1/2021,Geraniaceae,Pelargonium zonale (L.) L'Hér. ex Aiton,52.6424878,20.9312946,Winnica,Poland
383,3/4/2021,Asteraceae,Thelesperma pubescens Dorn,48.7438842,-0.5692441,Flers,France
384,1/7/2021,Grossulariaceae,Ribes diacanthum Pall.,1.0620859,104.2366983,Lebahseri,Indonesia
385,3/26/2021,Rosaceae,Crataegus douglasii Lindl.,-23.2980974,-50.0726882,Santo Antônio da Platina,Brazil
386,2/20/2021,Fabaceae,Astragalus calycosus Torr. ex S. Watson var. scaposus (A. Gray) M.E. Jones,33.7356633,130.7183918,Nōgata,Japan
387,4/24/2021,Ophioglossaceae,Botrychium yaaxudakeit Stensvold & Farrar,0.965759,31.7195459,Kiboga,Uganda
388,12/25/2020,Cistaceae,Lechea pulchella Raf. var. pulchella,32.809026,110.112629,Baihe,China
389,12/24/2020,Caliciaceae,Thelomma carolinianum (Tuck.) Tibell,28.365818,121.061097,Yangdang,China
390,10/29/2020,Solanaceae,Solanum L.,34.727798,109.264659,Antou,China
391,1/21/2021,Asteraceae,Marshallia legrandii Weakley,26.629211,101.266195,Huaping,China
392,11/4/2020,Scrophulariaceae,Pedicularis furbishiae S. Watson,56.1085807,44.4955531,Pamyat’ Parizhskoy Kommuny,Russia
393,5/29/2021,Lichinaceae,Ephebe solida Bornet,-7.0431437,111.3679689,Banjarjo,Indonesia
394,3/24/2021,Melastomataceae,Henriettea squamulosum (Cogn.) W.S. Judd,11.9227104,37.6998424,Werota,Ethiopia
395,12/22/2020,Asteraceae,Arnica ×diversifolia Greene (pro sp.),30.837881,114.13334,Minji,China
396,4/23/2021,Asteraceae,Pericallis Webb,11.0915371,-6.8914024,Kolondiéba,Mali
397,12/11/2020,Arthoniaceae,Arthonia perminuta Willey,57.8352611,61.6978774,Alapayevsk,Russia
398,8/9/2021,Candelariaceae,Candelina Poelt,46.9063815,102.7636515,Hujirt,Mongolia
399,9/18/2020,Seligeriaceae,Seligeria careyana Vitt & Schof.,39.928353,116.416357,Dongchen,China
400,3/22/2021,Fabaceae,Lupinus suksdorfii B.L. Rob.,49.7219212,18.188717,Stará Ves nad Ondřejnicí,Czech Republic
401,10/18/2020,Poaceae,Elymus virginicus L.,10.5388499,6.4356937,Kusheriki,Nigeria
402,8/20/2021,Poaceae,Phyllostachys edulis (Carrière) J. Houz.,9.5713437,105.4495395,Thị Trấn Ngan Dừa,Vietnam
403,11/6/2020,Ranunculaceae,Aconitum napellus L.,3.1121428,101.6935065,Melaka,Malaysia
404,8/10/2021,Boraginaceae,Mertensia humilis Rydb.,-8.77212,116.87932,Muraloka,Indonesia
405,4/30/2021,Asteraceae,Schkuhria anthemoidea (DC.) J.M. Coult. var. wrightii (A. Gray) Heiser,-34.6906944,-58.601544,La Paz,Argentina
406,4/7/2021,Caryophyllaceae,Corrigiola L.,8.4430125,-82.3777335,Las Lomas,Panama
407,8/26/2021,Asteraceae,Shinnersoseris S. Tomb,54.982808,73.328393,Zarechnyy,Russia
408,1/1/2021,Rosaceae,Rubus bartonianus M. Peck,34.746611,113.625328,Zhangzhu,China
409,8/16/2021,Myrtaceae,Leptospermum scoparium J.R. Forst. & G. Forst.,38.135288,114.397004,Dahe,China
410,6/3/2021,Saxifragaceae,Heuchera glabra Willd. ex Roem. & Schult.,16.2426241,101.9348069,Kaset Sombun,Thailand
411,5/22/2021,Asteraceae,Hieracium scouleri Hook. var. scouleri,45.089753,-64.3623382,Wolfville,Canada
412,2/15/2021,Caryophyllaceae,Minuartia michauxii (Fenzl) Farw. var. texana (B.L. Rob.) Mattf.,19.4052965,-99.1504583,Buenos Aires,Mexico
413,12/3/2020,Polemoniaceae,Polemonium brandegeei (A. Gray) Greene,53.3122864,-6.336393,Greenhills,Ireland
414,9/29/2020,Betulaceae,Betula ×eastwoodiae Sarg. (pro sp.),-6.7515973,107.9287898,Bangbayang Kaler,Indonesia
415,2/6/2021,Asteraceae,Artemisia bigelovii A. Gray,23.12468,113.3612,Tianhu,China
416,8/21/2021,Trypetheliaceae,Astrothelium galbineum Krempelh.,-22.4803601,-46.633882,Águas de Lindóia,Brazil
417,1/15/2021,Ericaceae,Rhododendron flammeum (Michx.) Sarg.,33.4996213,126.5311884,Jeju-si,South Korea
418,4/11/2021,Asteraceae,Solidago rupestris Raf.,-4.9295129,-80.3408061,Tambo Grande,Peru
419,3/23/2021,Onagraceae,Gaura drummondii (Spach) Torr. & A. Gray,39.975999,116.317558,Huangzhuang,China
420,11/27/2020,Verbenaceae,Verbena officinalis L. var. prostrata Gren. & Godr.,39.4365442,-9.2134149,Foz do Arelho,Portugal
421,11/3/2020,Rosaceae,Rosa villosa L.,-34.6269535,-58.4058228,Villa Constitución,Argentina
422,11/17/2020,Hydrophyllaceae,Phacelia ixodes Kellogg,39.1365314,20.9594987,Kostakioí,Greece
423,12/22/2020,Verrucariaceae,Verrucaria fuscella (Turner) Winch,34.4274119,62.215754,Injīl,Afghanistan
424,2/26/2021,Fabaceae,Daniellia oliveri (Rolfe) Hutch. & Dalziel,41.2290466,24.8816753,Smínthi,Greece
425,3/7/2021,Hydrophyllaceae,Phacelia corymbosa Jeps.,-6.9560364,107.4135643,Warungawi,Indonesia
426,2/10/2021,Araceae,Zantedeschia aethiopica (L.) Spreng.,43.247343,0.06251,Tarbes,France
427,4/14/2021,Poaceae,Diarrhena americana P. Beauv.,46.6522568,33.3646929,Chornyanka,Ukraine
428,11/16/2020,Pottiaceae,Pleurochaete Lindb.,61.9952327,-6.8028472,Argir,Faroe Islands
429,7/1/2021,Simaroubaceae,Alvaradoa amorphoides Liebm.,29.201587,111.755127,Dalongzhan,China
430,4/21/2021,Liliaceae,Androstephium Torr.,50.1659651,16.2776842,Rychnov nad Kněžnou,Czech Republic
431,3/13/2021,Asteraceae,Grindelia grandiflora Hook.,-8.4175693,113.6799766,Curahnongko,Indonesia
432,11/27/2020,Ditrichaceae,Pleuridium sullivantii Austin,-6.1513815,106.8915008,Girsereng,Indonesia
433,5/31/2021,Myrsinaceae,Myrsine lanaiensis Hillebr.,3.1166667,172.8,Makin Village,Kiribati
434,2/11/2021,Asteraceae,Dimorphotheca pluvialis (L.) Moench,14.6329018,-90.9259787,Patzicía,Guatemala
435,4/3/2021,Fabaceae,Parkinsonia texana (A. Gray) S. Watson var. texana,55.1536343,72.6937323,Lyubinskiy,Russia
436,1/12/2021,Pottiaceae,Pottia arizonica Wareh. var. arizonica,42.5530523,70.0024837,Sastöbe,Kazakhstan
437,5/19/2021,Orchidaceae,Platanthera holochila (Hillebr.) Kraenzlin,39.7887592,-8.0603988,Portela,Portugal
438,1/13/2021,Orchidaceae,Cypripedium parviflorum Salisb. var. makasin (Farw.) Sheviak,22.517585,113.39277,Hongshan,China
439,11/23/2020,Meesiaceae,Meesia uliginosa Hedw.,23.02299,113.1039,Shiwan,China
440,10/31/2020,Lamiaceae,Monardella palmeri A. Gray,40.8321934,40.0092505,Merkezköy,Turkey
441,7/27/2021,Asteraceae,Xylorhiza tortifolia (Torr. & A. Gray) Greene var. imberbis (Cronquist) T.J. Watson,51.287518,27.2018656,Rokytne,Ukraine
442,5/30/2021,Caprifoliaceae,Lonicera ruprechtiana Regel,8.8232057,-69.9982093,Veguitas,Venezuela
443,12/7/2020,Caprifoliaceae,Lonicera pileata Oliv.,15.1585322,120.6299566,Ungca,Philippines
444,2/11/2021,Gentianaceae,Eustoma exaltatum (L.) Salisb. ex G. Don,14.048167,122.955697,Basud,Philippines
445,6/3/2021,Liliaceae,Trillium luteum (Muhl.) Harbison,-21.9221397,-50.7317774,Bastos,Brazil
446,11/17/2020,Rhamnaceae,Rhamnus arguta Maxim. var. velutina Hand.-Maz.,24.410255,117.416058,Wenfeng Zhen,China
447,12/27/2020,Asteraceae,Liatris densispicata (Bush) Gaiser var. interrupta Gaiser,45.7608815,4.26286,Pantin,France
448,10/10/2020,Poaceae,Hordeum brachyantherum Nevski ssp. brachyantherum,47.009324,28.8389611,Chiţcani,Moldova
449,11/27/2020,Dryopteridaceae,Cyrtomium C. Presl,42.3745311,-88.1263369,Milwaukee,United States
450,11/6/2020,Scrophulariaceae,Pedicularis parviflora Sm. ex Rees ssp. pennellii (Hultén) Hultén,56.3448609,25.5603229,Viesīte,Latvia
451,8/2/2021,Poaceae,Avenula (Dumort.) Dumort.,54.8095591,38.2516419,Kashira,Russia
452,1/17/2021,Parmeliaceae,Xanthoparmelia plittii (Gyel.) Hale,45.156512,1.0154129,Périgueux,France
453,2/21/2021,Ranunculaceae,Anemone narcissiflora L. var. monantha DC.,-1.7232202,105.471249,Mislak,Indonesia
